record_type	source_path	source_location	source_url	source_date	acquired_on	verified_on	verification_status	evidence_basis	evidence_excerpt	notes	organisation_name	organisation_domain	segment	subtype	priority	campus	distance_km	radius_tier	geocode_precision	latitude	longitude	locality	address	website	public_email	public_phone	size_evidence	headcount	education_angle	founded	licence_class	osm_id	desk_tier	desk_score	transport_band	contact_name	role	role_certainty	contact_route	shared_email	published_role_email	named_email	organisation_phone	role_phone	profile_url	channel_attribution	enquiry_author	enquiry_type	enquiry_date	date_qualification	request	platform	contact_attribution	current_relevance	campus_fit	enquiry_phone	enquiry_email	relevance_reason	proposed_offer	cta_type	hook	hook_source_url	hook_verified_on	acquisition_track_id	value_module_ids	review_status	missing_information	lead_track	record_key	welfare_fit	care_model	pdpa_risk	pdpa_risk_reason	proposed_welfare_track	track_reason	priority_score	factors_known	children_served_published	children_served_as_of	age_range_published	gender_served	schooling_arrangement_published	runs_own_school	funding_model_published	registration_published	nis_reg_no	nis_reg_date	nis_profile_url	licence_status	operator_or_umbrella	religious_affiliation_published	services	known_funders_or_partners	foreign_charity_registrations	social_media	all_emails	all_phones	volunteer_programme	volunteer_fee_published	safeguarding_policy_url	staff_count_published	latest_activity_date	red_flags	catchment_note	master_organisation_id	nearest_primary_campus	distance_to_primary_km	all_sources_json	email_type	phone_type	author_type_stated	locality_text
contact		About – Tír na nÓg Children's Foundation	https://tirnanogchildrensfoundation.com/about		2026-09-22	2026-09-22	verified	official	Established 2006; founder is voluntary CEO; over 50 Tanzanian employees; Irish RCN 20080662.		Kao La Amani Children's Village	tirnanogchildrensfoundation.com										Boma Ng'ombe														Louise Quill	Founder and Voluntary CEO	confirmed	website							Named on Tír na nÓg's About page; no direct route — use the organisation mailbox.																				research_only		welfare_customer	WCON_kao_la_amani_children_village_louise_quill			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://tirnanogchildrensfoundation.com/about"", ""title"": ""About – Tír na nÓg Children's Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder_role"", ""staff_count"", ""registration"", ""country_director""], ""evidence_excerpt"": ""Established 2006; founder is voluntary CEO; over 50 Tanzanian employees; Irish RCN 20080662.""}]"				
contact		About – Tír na nÓg Children's Foundation	https://tirnanogchildrensfoundation.com/about		2026-09-22	2026-09-22	verified	official	Established 2006; founder is voluntary CEO; over 50 Tanzanian employees; Irish RCN 20080662.		Kao La Amani Children's Village	tirnanogchildrensfoundation.com										Boma Ng'ombe														Dr Cletus Tukai	Country Director (Tanzania)	confirmed	website							Named on Tír na nÓg's About page; no direct route published.																				research_only		welfare_customer	WCON_kao_la_amani_children_village_dr_cletus_tukai			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://tirnanogchildrensfoundation.com/about"", ""title"": ""About – Tír na nÓg Children's Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder_role"", ""staff_count"", ""registration"", ""country_director""], ""evidence_excerpt"": ""Established 2006; founder is voluntary CEO; over 50 Tanzanian employees; Irish RCN 20080662.""}]"				
contact		Light In Africa – One Kind Act	https://www.onekindact.org/charity/light-in-africa		2026-09-22	2026-09-22	verified	published	Well over 200 children at Tudor Village; school fees for about 120 children; girls' home in Mirerani.		Light in Africa Children's Homes	lightinafricachildrenshomes.com										Tudor Village (Boma Ng'ombe area)														Lynn Gissing ('Mama Lynn')	Founder	confirmed	website							Named as founder by funder One Kind Act; no contact route published.																				research_only		welfare_customer	WCON_light_in_africa_children_home_lynn_gissing			medium	Named individual in a professional role, as published by a funder.																																			"[{""url"": ""https://www.onekindact.org/charity/light-in-africa"", ""title"": ""Light In Africa – One Kind Act"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""school_fees"", ""funder"", ""location""], ""evidence_excerpt"": ""Well over 200 children at Tudor Village; school fees for about 120 children; girls' home in Mirerani.""}, {""url"": ""https://onekindact.org/posts/light-in-africa-interview-mama-lynn"", ""title"": ""Light In Africa – Interview With Mama Lynn"", ""source_date"": ""2015-08-04"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""founder"", ""founded"", ""locations""], ""evidence_excerpt"": ""Interview: organisation started June 2000; homes in Moshi area and Mererani.""}]"				
contact		Contact Us – Tuleeni Home	https://tuleenihome.org/about-tuleeni-home/contact-us/		2026-09-22	2026-09-22	verified	official	Uru-Kusini, Moshi rural, about 12 km from Moshi town; P.O. Box 8562; phones listed with staff first names.		Tuleeni Children's Home	tuleenihome.org										Uru														General enquiries	Organisation mailbox	confirmed	email		info@tuleenihome.org					Published on Tuleeni's contact page (office hours Mon–Sat 08:30–16:30).																				research_only		welfare_customer	WCON_tuleeni_children_home_general_enquiries			low	Generic role address at the organisation's own domain.																							"[""info@tuleenihome.org""]"												"[{""url"": ""https://tuleenihome.org/about-tuleeni-home/contact-us/"", ""title"": ""Contact Us – Tuleeni Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phones"", ""email"", ""office_hours""], ""evidence_excerpt"": ""Uru-Kusini, Moshi rural, about 12 km from Moshi town; P.O. Box 8562; phones listed with staff first names.""}]"	role			
contact		Contact Us – Tuleeni Home	https://tuleenihome.org/about-tuleeni-home/contact-us/		2026-09-22	2026-09-22	verified	official	Uru-Kusini, Moshi rural, about 12 km from Moshi town; P.O. Box 8562; phones listed with staff first names.		Tuleeni Children's Home	tuleenihome.org										Uru														Flaria Felix Faraji ('Mama Faraji')	Founder and Executive Director	confirmed	phone					+255784469389		Tuleeni's contact page lists this number under 'Mama Faraji'; role from its About page.																				research_only		welfare_customer	WCON_tuleeni_children_home_flaria_felix_faraji			medium	Mobile published by the organisation as a contact line for a named leader.																								"[""+255784469389""]"											"[{""url"": ""https://tuleenihome.org/about-tuleeni-home/contact-us/"", ""title"": ""Contact Us – Tuleeni Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phones"", ""email"", ""office_hours""], ""evidence_excerpt"": ""Uru-Kusini, Moshi rural, about 12 km from Moshi town; P.O. Box 8562; phones listed with staff first names.""}, {""url"": ""https://tuleenihome.org/about-tuleeni-home/"", ""title"": ""About Tuleeni Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""residential_count"", ""children_served"", ""budget"", ""education_spend""], ""evidence_excerpt"": ""Founded 2005; 54 resident children, over 100 supported nursery to university; about $42,000 annual budget.""}]"		mobile		
contact		Contact Us — Amanikids	https://www.amanikids.org/contact-us		2026-09-22	2026-09-22	verified	official	PO Box 6515 Moshi; +(255) 752 220 637; info@amanikids.org; Tanzania no. 00NG0/RI/00266.		Amani Centre for Street Children	amanikids.org										Moshi														General enquiries	Organisation desk	confirmed	email		info@amanikids.org			+255752220637		Published on Amani's contact page.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_general_enquiries			medium	Role email at own domain plus a mobile published as the organisation's line.																							"[""info@amanikids.org""]"	"[""+255752220637""]"											"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us — Amanikids"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""registration""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +(255) 752 220 637; info@amanikids.org; Tanzania no. 00NG0/RI/00266.""}, {""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us – Amanikids"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""friends organisations""], ""evidence_excerpt"": ""Amani Centre: PO Box 6515 Moshi; +(255) 752 220 637; info@amanikids.org; Friends of Amani in USA, UK, Netherlands, Germany, Canada.""}, {""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}, {""url"": ""https://amanikids.org/"", ""title"": ""Amani Centre for Street Children - home page"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""registration"", ""children_served"", ""services"", ""email""], ""evidence_excerpt"": ""Registered charity in Tanzania 00NG0/RI/00266; Friends of Amani USA EIN 27-3621599; Friends of Amani UK 1107618; Vrienden van Amani RSIN 856833691.""}]"	role	mobile		
contact		Volunteer — Amanikids	https://www.amanikids.org/volunteer		2026-09-22	2026-09-22	verified	official	Short-term ambassadors (2–10 days) asked to raise funds before arrival; long-term 3–12 months; volunteer@amanikids.org.		Amani Centre for Street Children	amanikids.org										Moshi														Volunteer desk	Volunteer enquiries	confirmed	email		volunteer@amanikids.org					Published on Amani's volunteer page.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_volunteer_desk			low	Generic role address at the organisation's own domain.																							"[""volunteer@amanikids.org""]"												"[{""url"": ""https://www.amanikids.org/volunteer"", ""title"": ""Volunteer — Amanikids"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""volunteer_programme"", ""email""], ""evidence_excerpt"": ""Short-term ambassadors (2–10 days) asked to raise funds before arrival; long-term 3–12 months; volunteer@amanikids.org.""}]"	role			
contact		Team — Amanikids	https://www.amanikids.org/team		2026-09-22	2026-09-22	verified	official	Team page lists Executive Director, acting programme manager, coordinators for Arusha and Singida centres.		Amani Centre for Street Children	amanikids.org										Moshi														Alfred Kamphonje	Executive Director	confirmed	website							Named on Amani's team page; no direct route — use info@amanikids.org.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_alfred_kamphonje			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://www.amanikids.org/team"", ""title"": ""Team — Amanikids"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""leadership""], ""evidence_excerpt"": ""Team page lists Executive Director, acting programme manager, coordinators for Arusha and Singida centres.""}, {""url"": ""https://www.amanikids.org/team"", ""title"": ""Meet the Team - Amani"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""leadership""], ""evidence_excerpt"": ""Team page names the Executive Director, acting programme manager, education coordinator and Arusha centre coordinator.""}]"				
contact		Meet the Staff | Hope Home Trust	https://www.hopehometrust.org.uk/meetthestaff		2026-09-22	2026-09-22	verified	published	Founder and Director leads; roles include matron, qualified social worker, cook, groundsmen, night guard.		Kitaa Hope Home											Moshi														Esta Kadeghe ('Mama Esta')	Founder and Director	confirmed	website							Named by UK partner Hope Home Trust; contact via hopehometrust@yahoo.co.uk (trust mailbox).																				research_only		welfare_customer	WCON_kitaa_hope_home_esta_kadeghe			medium	Named individual in a professional role, as published by the funder organisation.																																			"[{""url"": ""https://www.hopehometrust.org.uk/meetthestaff"", ""title"": ""Meet the Staff | Hope Home Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""director"", ""staff_roles""], ""evidence_excerpt"": ""Founder and Director leads; roles include matron, qualified social worker, cook, groundsmen, night guard.""}, {""url"": ""https://www.hopehometrust.org.uk/history"", ""title"": ""History | Hope Home Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""founded"", ""capacity"", ""day_care""], ""evidence_excerpt"": ""Home designed for twenty children; day care for ages 2–5 from 2018, about 50 enrolled, up to 30 free.""}]"				
contact		Contact Us | Hope Home Trust	https://www.hopehometrust.org.uk/contactus		2026-09-22	2026-09-22	verified	published	UK trust contact: yahoo email and charity no. 1126415; no Tanzanian contact route.		Hope Home Trust											Brighton														Trust mailbox	Organisation mailbox	confirmed	email	hopehometrust@yahoo.co.uk						Published on Hope Home Trust's contact page.																				research_only		welfare_customer	WCON_hope_home_mailbox			risky	Named individual on a personal email domain (hopehometrust@yahoo.co.uk); rubric sets risky.																							"[""hopehometrust@yahoo.co.uk""]"												"[{""url"": ""https://www.hopehometrust.org.uk/contactus"", ""title"": ""Contact Us | Hope Home Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""email"", ""registration""], ""evidence_excerpt"": ""UK trust contact: yahoo email and charity no. 1126415; no Tanzanian contact route.""}]"	shared			
contact		Msamaria Children's Home	https://msamariakids.org/		2026-09-22	2026-09-22	verified	official	Registered NGO in Moshi; 75 children aged 2–20; some attend boarding school.		Msamaria Centre for Street Children	msamariakids.org										Rau-Pension														General enquiries	Organisation desk	confirmed	email		info@msamariakids.org			+255754392171		Published on Msamaria's site (phone also linked as WhatsApp).																				research_only		welfare_customer	WCON_msamaria_centre_for_street_children_general_enquiries			medium	Mobile/WhatsApp published as the organisation's contact line.																							"[""info@msamariakids.org""]"	"[""+255754392171""]"											"[{""url"": ""https://msamariakids.org/"", ""title"": ""Msamaria Children's Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""capacity"", ""age_range"", ""email"", ""phone"", ""address""], ""evidence_excerpt"": ""Registered NGO in Moshi; 75 children aged 2–20; some attend boarding school.""}, {""url"": ""https://msamariakids.org/about"", ""title"": ""About – Msamaria Children's Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder"", ""location""], ""evidence_excerpt"": ""Founded 2006; located Rau-Pension, Rau ward, Moshi town district; boarding school placement and reunification.""}]"	role	whatsapp		
contact		About – Msamaria Children's Home	https://msamariakids.org/about		2026-09-22	2026-09-22	verified	official	Founded 2006; located Rau-Pension, Rau ward, Moshi town district; boarding school placement and reunification.		Msamaria Centre for Street Children	msamariakids.org										Rau-Pension														Folkward Mapunda	Founder	confirmed	website							Named as founder on Msamaria's About page; no separate route recorded.																				research_only		welfare_customer	WCON_msamaria_centre_for_street_children_folkward_mapunda			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://msamariakids.org/about"", ""title"": ""About – Msamaria Children's Home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder"", ""location""], ""evidence_excerpt"": ""Founded 2006; located Rau-Pension, Rau ward, Moshi town district; boarding school placement and reunification.""}]"				
contact		Children Of Kilimanjaro Orphanage – helpcoko	https://helpcoko.org/		2026-09-22	2026-09-22	verified	official	US 501(c)(3) running a residential orphanage in Moshi; Candid Platinum seal 2025.		Children Of Kilimanjaro Orphanage Inc											Bellingham, MA														General enquiries	Organisation mailbox	confirmed	email		info@helpcoko.org					Published on COKO's website.																				research_only		welfare_customer	WCON_children_of_kilimanjaro_orphanage_general_enquiries			low	Generic role address at the organisation's own domain.																							"[""info@helpcoko.org""]"												"[{""url"": ""https://helpcoko.org/"", ""title"": ""Children Of Kilimanjaro Orphanage – helpcoko"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""registration"", ""email"", ""social_media""], ""evidence_excerpt"": ""US 501(c)(3) running a residential orphanage in Moshi; Candid Platinum seal 2025.""}, {""url"": ""https://helpcoko.org/pages/volunteer"", ""title"": ""Volunteer Opportunities | COKO"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""volunteer_fee""], ""evidence_excerpt"": ""Volunteer fee $300 for one week, $500 for two, including room and board.""}]"	role			
contact		Welcome to the new home of COKO	https://helpcoko.org/blogs/news/construction-of-our-new-facility-nearly-complete	2025-09-11	2026-09-22	2026-09-22	verified	official	New home in Uru village completed; cares for about 25–30 children aged 3–9.		Children Of Kilimanjaro Orphanage Inc											Bellingham, MA														Jay Rowe	Founder	confirmed	website							Named as founder in COKO blog and a Jan 2026 newspaper article.																				research_only		welfare_customer	WCON_children_of_kilimanjaro_orphanage_jay_rowe			medium	Named individual in a professional role, as published by the organisation and press.																																			"[{""url"": ""https://helpcoko.org/blogs/news/construction-of-our-new-facility-nearly-complete"", ""title"": ""Welcome to the new home of COKO"", ""source_date"": ""2025-09-11"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""latest_activity"", ""age_range""], ""evidence_excerpt"": ""New home in Uru village completed; cares for about 25–30 children aged 3–9.""}, {""url"": ""https://recorder.com/2026/01/03/orange-resident-volunteers-tanzania/"", ""title"": ""Orange resident volunteers at Tanzania orphanage - Greenfield Recorder"", ""source_date"": ""2026-01-03"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""staff_count"", ""own_school"", ""volunteer_fee""], ""evidence_excerpt"": ""COKO houses 32 children with 9 local staff; own school in Moshi due to open in January.""}]"				
contact		OUR DEPARTMENTS - Vulnerable Children Support – KIWAKKUKI	https://kiwakkuki.org/page?page=vulnerable_children_support		2026-09-22	2026-09-22	verified	official	Since 1996 sponsors vulnerable children from primary to secondary and vocational training, with uniforms and materials.	027 number is a Moshi landline; 0767 is a mobile. | Website undated.	KIWAKKUKI (Kikundi cha Wanawake Kilimanjaro Kupambana na UKIMWI)	kiwakkuki.org										Korongoni														Head office	Organisation desk	confirmed	email	kiwakkuki@gmail.com				+255272751504		Published on KIWAKKUKI's website.																				research_only		welfare_customer	WCON_kiwakkuki_head_office			risky	Named individual on a personal email domain (kiwakkuki@gmail.com); rubric sets risky.																							"[""kiwakkuki@gmail.com""]"	"[""+255272751504"", ""+255767851504""]"											"[{""url"": ""https://kiwakkuki.org/page?page=vulnerable_children_support"", ""title"": ""OUR DEPARTMENTS - Vulnerable Children Support – KIWAKKUKI"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""services"", ""school_sponsorship"", ""address"", ""phones"", ""email""], ""evidence_excerpt"": ""Since 1996 sponsors vulnerable children from primary to secondary and vocational training, with uniforms and materials.""}, {""url"": ""https://kiwakkuki.org/page?page=about_us"", ""title"": ""KIWAKKUKI | About KIWAKKUKI"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""registration"", ""coverage""], ""evidence_excerpt"": ""Founded 1990; registration 00001413; over 150 grassroots groups across Kilimanjaro districts.""}, {""url"": ""https://www.kiwakkuki.org/"", ""title"": ""KIWAKKUKI (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""address"", ""registration"", ""phones"", ""email"", ""founded"", ""staff"", ""district coordinators""], ""evidence_excerpt"": ""Founded 1990; NGO registration No. 00001413; Korongoni ward, Vijana Street, Lindi Road, Moshi; P.O. Box 567; kiwakkuki@gmail.com.""}]"	shared	unknown		
contact		Born to Learn - NGO Tanzania	https://www.borntolearnglobal.org/		2026-09-22	2026-09-22	needs_review	official	Moshi centre in Mvuleni with about 400 daily attendees; about 700 scholarships since inception.		Born to Learn (BTL)	borntolearnglobal.org										Mvuleni														Samantha Peñalver	Director and founder	confirmed	email	btlmoshi@gmail.com				+255627500884		Role and Moshi contacts published on Born to Learn's website; routes are organisational, not personal.																				research_only		welfare_customer	WCON_born_to_learn_samantha_penalver			risky	Named individual on a personal email domain (btlmoshi@gmail.com); rubric sets risky.																							"[""btlmoshi@gmail.com""]"	"[""+255627500884""]"											"[{""url"": ""https://www.borntolearnglobal.org/"", ""title"": ""Born to Learn - NGO Tanzania"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""children_served"", ""scholarships"", ""contacts"", ""founder""], ""evidence_excerpt"": ""Moshi centre in Mvuleni with about 400 daily attendees; about 700 scholarships since inception.""}]"	shared	unknown		
contact		Moshi Kids Center – Tanzania Times	https://tanzaniatimes.net/moshi-kids-center-where-childrens-current-wants-and-their-future-needs-get-solved-in-kilimanjaro/	2026-07-01	2026-09-22	2026-09-22	verified	published	Zara Charity centre on Msasani Street has 70 children, up from 25; relies on tourism revenue.		Moshi Kids Centre	moshikidscentre.org										Pasua														Razack Amir	Project Coordinator	confirmed	website							Named in Tanzania Times (1 Jul 2026); use centre email/phone from its website.																				research_only		welfare_customer	WCON_moshi_kids_centre_razack_amir			medium	Named individual in a professional role, as published in the press.																																			"[{""url"": ""https://tanzaniatimes.net/moshi-kids-center-where-childrens-current-wants-and-their-future-needs-get-solved-in-kilimanjaro/"", ""title"": ""Moshi Kids Center – Tanzania Times"", ""source_date"": ""2026-07-01"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""coordinator"", ""funding"", ""address""], ""evidence_excerpt"": ""Zara Charity centre on Msasani Street has 70 children, up from 25; relies on tourism revenue.""}]"				
contact		Moshi Kids Centre – Sponsor Children in Tanzania	https://moshikidscentre.org/	2026-09-01	2026-09-22	2026-09-22	verified	official	Tembo Rd, Pasua; claims 800+ children; blog posts dated September 2026.		Moshi Kids Centre	moshikidscentre.org										Pasua														General enquiries	Organisation desk	confirmed	email	moshikidscentre@gmail.com				+255755031273		Published on Moshi Kids Centre website.																				research_only		welfare_customer	WCON_moshi_kids_centre_general_enquiries			risky	Named individual on a personal email domain (moshikidscentre@gmail.com); rubric sets risky.																							"[""moshikidscentre@gmail.com""]"	"[""+255755031273""]"											"[{""url"": ""https://moshikidscentre.org/"", ""title"": ""Moshi Kids Centre – Sponsor Children in Tanzania"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""children_served"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""Tembo Rd, Pasua; claims 800+ children; blog posts dated September 2026.""}, {""url"": ""https://moshikidscentre.org/about-us/"", ""title"": ""About Us – Moshi Kids Centre"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""registration"", ""services""], ""evidence_excerpt"": ""Registered NGO in Kilimanjaro; education centre, food, clothing and recreation.""}, {""url"": ""https://moshikidscentre.org/sponsor-a-child-in-tanzania-2/"", ""title"": ""Sponsor a Child in Tanzania – Moshi Kids Centre"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""sponsorship model"", ""contacts"", ""address""], ""evidence_excerpt"": ""Facilitates child sponsorship through partner organisations; Tembo Rd, Pasua, Moshi; moshikidscentre@gmail.com; +255 755 03 12 73.""}, {""url"": ""https://moshikidscentre.org/"", ""title"": ""Moshi Kids Centre (home)"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""services"", ""children"", ""registration claim"", ""latest activity"", ""volunteer""], ""evidence_excerpt"": ""Learning centre, feeding and recreation in Pasua; over 800 children benefited; says four decades; blog posts September 2026.""}]"	shared	unknown		
contact		ZARA Tanzania Charity	https://www.zaratanzaniacharity.org/	2026-09-11	2026-09-22	2026-09-22	verified	official	NGO founded 2009 to extend tourism benefits; runs Moshi Kids Centre and student sponsorship; Ghala Road, Pasua.		ZARA Tanzania Charity	zaratanzaniacharity.org										Pasua														Zainab Ansell	Founder	confirmed	email		info@zaratanzaniacharity.org			+255655451003		Founder named on Zara Charity site; routes are the charity's general contacts.																				research_only		welfare_customer	WCON_zara_charity_zainab_ansell			medium	Named individual in a role; mobile published as organisational line.																							"[""info@zaratanzaniacharity.org""]"	"[""+255655451003""]"											"[{""url"": ""https://www.zaratanzaniacharity.org/"", ""title"": ""ZARA Tanzania Charity"", ""source_date"": ""2026-09-11"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founder"", ""founded"", ""address"", ""projects"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""NGO founded 2009 to extend tourism benefits; runs Moshi Kids Centre and student sponsorship; Ghala Road, Pasua.""}]"	role	unknown		
contact		Kilimanjaro Orphanage Centre – No child should be alone	https://www.kilimanjaroorphanagecentre.org/	2025-03-01	2026-09-22	2026-09-22	needs_review	official	Founded by Teacher Lazaro Edward since 2002; Pasua street; helped 132+ children get education; March 2025 newsletter.	A personal yahoo address on a travel listing was not recorded.	Kilimanjaro Orphanage Centre	kilimanjaroorphanagecentre.org										Pasua														Lazaro Edward ('Teacher')	Founder	confirmed	email		info@kilimanjaroorphanagecentre.org			+255717394523		Founder named on the centre's website, which publishes these contacts.																				research_only		welfare_customer	WCON_kilimanjaro_orphanage_centre_lazaro_edward			medium	Named individual in a role; mobile published as the organisation's line.																							"[""info@kilimanjaroorphanagecentre.org""]"	"[""+255717394523""]"											"[{""url"": ""https://www.kilimanjaroorphanagecentre.org/"", ""title"": ""Kilimanjaro Orphanage Centre – No child should be alone"", ""source_date"": ""2025-03"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""founded"", ""founder"", ""contacts"", ""latest_activity""], ""evidence_excerpt"": ""Founded by Teacher Lazaro Edward since 2002; Pasua street; helped 132+ children get education; March 2025 newsletter.""}]"	role	unknown		
contact		Home - Kilimanjaro Children's Foundation	https://kilimanjarokids.org/	2024-12-20	2026-09-22	2026-09-22	verified	official	Kilimanjaro School serves 200 children aged 3–8; 64 promoted to first grade.		Kilimanjaro Children's Foundation (Kilimanjaro School)	kilimanjarokids.org										Jorno (as published)														Bella Severua	Programme Administrator	confirmed	website							Named on the foundation's homepage and Place & People page; no direct route published.																				research_only		welfare_customer	WCON_kilimanjaro_children_foundation_bella_severua			medium	Named individual in a professional role, as published by the organisation.																																			"[{""url"": ""https://kilimanjarokids.org/"", ""title"": ""Home - Kilimanjaro Children's Foundation"", ""source_date"": ""2024-12-20"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""children_served"", ""age_range"", ""latest_activity""], ""evidence_excerpt"": ""Kilimanjaro School serves 200 children aged 3–8; 64 promoted to first grade.""}, {""url"": ""https://kilimanjarokids.org/place-people/"", ""title"": ""Place & People – Kilimanjaro Children's Foundation"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""staff_roles""], ""evidence_excerpt"": ""School in the small village of 'Jorno', Moshi; programme administrator and teachers listed.""}]"				
