db	organisation_id	name	segment	route_before	route_after	websites	emails	phones	postal	socials	named_contacts_before	new_named_leads	methods	blocked
master	O623ed17e3652	B-More Comfort Stay	tourism:hotel	True	True	https://bmorecomfortstay.com/	info@bmorecomfortstay.com (role)	+255784355368 (mobile)			0	0	openstreetmap, search, website	
master	Obd04b9954e18	NMB Arusha Market	office:financial	True	True	https://www.nmbbank.co.tz | https://www.nmbbank.co.tz/	tuambie@nmbbank.co.tz (general)	+255800002002 (unknown) | +255222322000 (office) | +255747333444 (mobile) | +255222322008 (office) | +255222322011 (office) | +255222322013 (office) | +255222322019 (office)	P.O. Box 9213 | P.O. Box 9213 Dar es Salaam, Tanzania	facebook: https://www.facebook.com/OfficialNMBTZ/ | twitter: https://twitter.com/nmbtanzania | instagram: https://www.instagram.com/nmbtanzania/ | linkedin: https://www.linkedin.com/company/nmb-plc	0	0	search, website	
master	O350fcc0f98af	Shree Hindu Hospital	amenity:hospital	True	True			+255790911911 (mobile)	P.O. Box 3051, Arusha	facebook: https://www.facebook.com/shucharusha	0	0	search	
master	Oc7ac3c76683e	Tanta Dental Clinic	amenity:hospital	False	False						0	1	search	
master	O02bc489ccb0c	TANZANIA POSTAL BANK	amenity:bank	True	True	https://www.tcbbank.co.tz/	info@tcbbank.co.tz (role) | complaints@tcbbank.co.tz (general) | callcenter@tcbbank.co.tz (general)	+255800110160 (unknown)	P.O. Box 9300 Dar es Salaam, Tanzania	twitter: https://x.com/tcbbank_ | youtube: https://www.youtube.com/@tanzaniacommercialbank | instagram: https://www.instagram.com/tanzaniacommercialbank | linkedin: https://www.linkedin.com/company/tanzania-commercial-banktz/ | facebook: https://www.facebook.com/tanzaniacommercialbank	0	24	search, website	
master	O686c4ff4cfaf	Hotel Pallsons	tourism:hotel	False	False						0	0	search:not_found	
master	O2b985f4f7285	Arusha Backpackers	tourism:hotel	True	True	http://www.arushabackpackers.co.tz/		+255715377795 (mobile)			0	0	openstreetmap, search:not_found	arushabackpackers.co.tz: home page not readable: URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a
master	O581f9609b2cc	Tanzania Commercial Bank	amenity:bank	True	True	https://www.tcbbank.co.tz/	info@tcbbank.co.tz (role) | complaints@tcbbank.co.tz (general) | callcenter@tcbbank.co.tz (general)	+255800110160 (unknown)	P.O. Box 9300 Dar es Salaam, Tanzania	twitter: https://x.com/tcbbank_ | youtube: https://www.youtube.com/@tanzaniacommercialbank | instagram: https://www.instagram.com/tanzaniacommercialbank | linkedin: https://www.linkedin.com/company/tanzania-commercial-banktz/ | facebook: https://www.facebook.com/tanzaniacommercialbank	0	24	search, website	
master	Odfa7a32c7174	Arusha Meru International School	office:educational_institution	True	True	https://www.arushameru.sc.tz/	info@arushameru.sc.tz (role)	+255711277411 (mobile)	P. O. Box 710 | P.O. Box 710, Arusha | P.O.Box 710, Sikh Union Road-Arusha	instagram: https://www.instagram.com/arushamerutz?igsh=MWRrcTl4dW1qd2FpZw== | youtube: https://youtube.com/@arushameruinternationalschool?si=d8R-RbYnaNIotZxY | facebook: https://www.facebook.com/share/17LAM5Rjom/ | linkedin: https://tz.linkedin.com/company/arusha-meru-international-school	2	0	search, website	
master	Occecf08e5aca	Equity Bank	amenity:bank	True	True	https://equitygroupholdings.com/tz/	infotz@equitybank.co.tz (general)	+255768985500 (mobile)		facebook: https://web.facebook.com/pg/TzEquityBank/about/ | x: https://twitter.com/tzequitybank | instagram: https://www.instagram.com/equitybanktz/ | linkedin: https://ke.linkedin.com/company/equity-bank-limited	6	0	browser, search, website	
master	Of817d2d81534	Arusha Coffee Lodge (Elewana)	tourism:hotel	True	True	https://www.elewanacollection.com/	reservations@elewana.com (role) | liz@lizharpertravel.com (general) | info@elewana.com (role)	+255784250630 (mobile) | +255754250630 (mobile) | +255788650511 (mobile) | +255699633966 (mobile) | +2552725006309 (office)		facebook: https://www.facebook.com/elewanacollection/?fref=ts | twitter: https://twitter.com/elewana | instagram: https://www.instagram.com/elewanacollection/	2	0	openstreetmap, website	
master	O6fa070dd7a9c	Ndoro Lodge	tourism:hotel	True	True	https://ndorolodge.com/				tripadvisor: https://www.tripadvisor.com/AttractionsNear-g297913-d5040821-Ndoro_Lodge-Arusha_Arusha_Region.html	0	0	openstreetmap, search	ndorolodge.com: home page not readable: HTTP 403
master	Odf8ea5364d02	Sunflag Tanzania Limited	office:company	True	True	http://www.sunflag-tz.com/	info@sunflag-tz.com (role)	+255272549497 (office) | +255272549267 (office) | +255272549536 (office) | +255272549274 (office) | +255272549250 (office) | +255272549335 (office) | +255272549268 (office) | +255272549270 (office)	PO Box 3123	facebook: https://www.facebook.com/p/Sunflag-Tanzania-Limited-Arusha-Tanzania-100069613851400/	1	0	search, website	
master	O4241e461a3cd	NSK Hospital Arusha	amenity:hospital	True	True	https://nskhospitals.co.tz/		+255626221331 (mobile)	P.O. Box 3114, Arusha | P.O.Box 3114 Arusha Tanzania	facebook: https://www.facebook.com/nskhospitals/ | instagram: https://www.instagram.com/nsk_hospitals/	0	0	openstreetmap, search, website	
master	O49c7e5a0f43c	Ngurdoto Mountain Lodge	tourism:hotel	True	True			+255272542217 (office) | +255767224716 (mobile)			0	0	search	
master	O2310c00d7b59	Chemical Industry Ltd	office:company	False	False						0	0	search	
master	Oa007fd38a288	Tumaini University Makumira Offices	office:government	False	False						0	0		
master	O1b5b75388663	Emayani vulnerable people's center	office:ngo	False	False						0	0		
master	O6103b8241514	Onsea House	tourism:hotel	True	True	https://www.onseahouse.com	info@onseahouse.com (role)	+255689103552 (mobile) | +255678936836 (mobile) | +255768520822 (mobile) | +255679933207 (mobile) | +31622744340 (international)	P.O. Box 1259, Arusha | PO BOX 1259 Arusha, Tanzania	facebook: https://www.facebook.com/Onsea-House-Arusha-38945619341/ | instagram: https://www.instagram.com/onseahouse | twitter: https://twitter.com/onseahouse | youtube: https://www.youtube.com/user/OnseaHouse	1	0	search, website	
master	O9a0a3606387c	Hanspaul Group	office:company	True	True	https://hanspaul.co.tz/ | https://www.hanspaul.co.tz/index	satbir@hanspaul.co.tz (named) | info@hanspaul.co.tz (role)	+255756888864 (mobile) | +255677771717 (mobile) | +255677771777 (mobile) | +255683890485 (mobile) | +255699068811 (mobile) | +255682247020 (mobile) | +255768371495 (mobile)		facebook: http://www.facebook.com/hanspaulgroup/ | twitter: https://twitter.com/Hanspaulgroup | instagram: https://www.instagram.com/hanspaulgroup/ | linkedin: https://www.linkedin.com/company/hanspaul-group/ | youtube: https://www.youtube.com/watch?v=XoWHgG_DDDk&pp=ygUIaGFuc3BhdWw%3D	4	0	openstreetmap, website	
master	O822d982b3f46	Israel community office	office:company	False	False						0	0	search:not_found	
master	O3b11fff2476d	Ofisi ya CCM Tawi la Engutoto	office:government	False	False						0	0		
master	Oc57cb8efd81d	SUNOLA refined sunflower oil industry	office:company	False	False						0	0	search:not_found	
master	Od6618856d808	Tanzania Crop Care Limited	office:company	True	True	https://www.tccl.co.tz/	admin@tccl.co.tz (role)	+255767324306 (mobile)			0	0	search	tccl.co.tz: home page not readable: HTTP 403
master	O5c198a8be832	East Africa Travel Company	office:company	True	True	https://eastafricatravelcompany.com	info@eastafricatravelcompany.com (role)	+01234565486 (international) | +255784411852 (mobile)		facebook: https://facebook.com/wptravelengine | twitter: https://twitter.com | instagram: https://instagram.com | whatsapp: https://wa.me/+255784411852	1	0	openstreetmap, website	
master	O8206c6879430	Selian Lutheran Hospital Ngaramtoni	amenity:hospital	True	True	http://selianlh.or.tz/ | https://selianlh.or.tz/	selianlh@habari.co.tz (general) | info@selianlh.or.tz (role)	+255767885690 (mobile) | +255755930952 (mobile)		facebook: https://www.facebook.com/selian.hospital.7 | youtube: https://www.youtube.com/@selianlutheranhospital-nga5559 | instagram: https://www.instagram.com/selianluthhospital/	0	0	search, website	
master	O3674947531d9	Dhariwal Trading Co	office:company	False	False						0	0	search:blocked	
master	O4c4f1ab9c060	Economists (T) Investment Group	office:financial	False	False						0	0	search	
master	O8b477ba37c7a	Olasiti Lodge	tourism:hotel	False	False						0	0	search	
master	O0d7ada6ea970	Arusha Villa	tourism:hotel	True	True	https://arushavilla.co.tz/	info@arushavilla.co.tz (role) | reservations@arushavilla.co.tz (role)	+255784356225 (mobile) | +31630788317 (international)			3	0	openstreetmap, search	arushavilla.co.tz: home page not readable: HTTP 403
master	Oa8a5a32fa9fe	PAG Church Njiro	office:ngo	False	False						0	0	search:not_found	
master	O580760afc85a	A1 Hotel and Resort	tourism:hotel	True	True	http://www.a1hotelandresort.co.tz/ | https://a1hotelandresort.com/	info@a1hotelandresort.com (role)	+255765061525 (mobile) | +255766800901 (mobile)		facebook: https://www.facebook.com/a1hotelandresort/	0	0	openstreetmap, search	a1hotelandresort.co.tz: home page not readable: URLError: <urlopen error [Errno 11001] getaddrinfo failed>
master	O62247d9f65ab	Tanzania Wildlife Research Institute (TAWIRI)	office:research	True	True	https://tawiri.or.tz/ | https://www.tawiri.or.tz/	barua@tawiri.or.tz (role) | dg@tawiri.or.tz (general) | researchclearance@tawiri.or.tz (general) | harold.basinda@tawiri.or.tz (named)	+255734094646 (mobile)	P.O. Box 661, | P.o Box 661 Arusha.	instagram: https://www.instagram.com/tawiri_tanzania/ | youtube: https://youtube.com/@tawiri_tz?si=diRrhH3ftfDstS3G | facebook: https://www.facebook.com/tawiri.or.tz/	8	0	openstreetmap, website	
master	O9a4c9b2e7af9	Kahawa House	tourism:hotel	True	True	https://twctanzania.com/arusha/kahawa-house/	info@twctanzania.com (role)	+255785069944 (mobile) | +255272970153 (office) | +255272970154 (office)		facebook: https://www.facebook.com/twctanzania | instagram: https://www.instagram.com/tanganyikawildernesscamps/ | linkedin: https://www.linkedin.com/company/tanganyika-wilderness-camps-ltd-/	1	0	search, website	
master	Oe3f63f14d2a6	United African American Community Center (UAACC)	office:ngo	True	True	https://www.uaacc.net/		+255628593737 (mobile)		facebook: https://www.facebook.com/p/Uaacc-United-African-Alliance-Community-Center-100064814015538/	1	0	search	uaacc.net: home page not readable: HTTP 429
master	Ob7e888d5495e	Institute of Accountancy Arusha (IAA)	amenity:college	True	True	https://iaa.ac.tz/	iaa@iaa.ac.tz (general)	+255272970232 (office) | +255763462109 (mobile)	P.O. Box 2798, Njiro Hill, Arusha		0	1	search	iaa.ac.tz: home page not readable: URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.
master	O9c8b8f0aea8e	Moivaro Coffee Lodge	tourism:hotel	True	True	https://www.moivaro.com	information@moivaro-tanzania.com (general)	+255754324193 (mobile) | +31684796982 (international)	P.O. Box 11297, Arusha | P.O. Box 11297, Arusha, Tanzania	instagram: https://www.instagram.com/moivarolodgestz | youtube: https://www.youtube.com/playlist?list=PLKzQPW1LUKT__6in4z3VPoFo0u817uBxc	5	0	search, website	
master	O43b4afde91dc	Samaki Feeds and Fingerlings	office:company	True	True			+255759022648 (mobile)			0	0	openstreetmap, search:not_found	
master	O2b1d23beff67	CRDB Bank branch	amenity:bank	True	True	https://crdbbank.co.tz/ | https://crdbbank.co.tz/en	crdb@tip-offs.com (general) | whistleblowing@crdbbank.co.tz (general) | info@crdbbank.co.tz (role) | investorrelations@crdbbank.co.tz (general) | solomonstockbrokers@solomon.co.tz (general) | mary.mponda@crdbbank.co.tz (general)	+255222197700 (office) | +255222359368 (office) | +255222359389 (office) | +255714269090 (mobile) | +255764269090 (mobile) | +255222124495 (office) | +255222112874 (office)	P.O Box 268 Dar es Salaam, Tanzania | P.O. Box 77049, Dar es Salaam,	facebook: https://www.facebook.com/crdbbank | youtube: https://www.youtube.com/channel/UC1ymNdbXSXL5CjE4n-qf1rA | twitter: https://twitter.com/CRDBBankPlc | instagram: https://www.instagram.com/crdbbankplc/ | linkedin: https://tz.linkedin.com/company/crdbbank	0	0	search, website	
master	O62dfcce40238	African View Lodge	tourism:hotel	True	True	https://african-view.com/ | https://www.african-view.com/	info@africanview.co.tz (role)	+255784419232 (mobile) | +00255784419232 (international)	P.O. Box 179, Usa River	facebook: https://www.facebook.com/AfricanView | instagram: https://www.instagram.com/african_view_tanzania/	1	0	openstreetmap, website	
master	O48521b8d9903	National Identification Authority (NIDA)	office:government	False	False						0	0		
master	O19c5e86741e2	Haradali Home	tourism:hotel	True	True	https://haradalihome.com/	bookings@haradalihome.com (role)	+255654370851 (mobile) | +255767773877 (mobile)			0	0	openstreetmap, website	
master	O16cd74812530	Spiritan Missionary Seminary Institute of Philosophy	amenity:college	True	True	https://smsnjiro.org/	info@smsnjiro.org (role) | spiritanmissionary86@gmail.com (personal_domain)	+255620483486 (mobile)	P. O BOX 2682 Arusha Tanzania | P.O. Box 2682, Arusha	facebook: https://www.facebook.com/spiritan.tanzania.7/?_rdr | instagram: https://www.instagram.com/spiritan.seminary_njiro | youtube: https://www.youtube.com/@spiritanmissionaryseminary-nji	0	0	search, website	
master	O2f7c986453fc	University of Arusha	amenity:university	True	True	https://uoa.ac.tz/ | https://www.uoa.ac.tz/	admission@uoa.ac.tz (general) | info@uoa.ac.tz (role)	+255272540003 (office) | +255744592702 (mobile) | +255789542818 (mobile)	PO Box 7 Usa-River, Arusha, Tanzania | PO Box 7, Usa-River, Arusha	facebook: https://www.facebook.com/profile.php?id=100095471131900&mibextid=ZbWKwL | twitter: https://x.com/TheUoA1970?s=09 | instagram: https://www.instagram.com/uoatz?igsh=dGplcmFldWppMm51 | youtube: https://www.youtube.com/watch?v=CIfYSOoG85o	3	0	search, website	
master	O955ceed32618	Office ya Kijiji Maji ya Chai	office:government	False	False						0	0		
master	O6615e9c19ae8	African Grand Hotel	tourism:hotel	False	False						0	0	search:not_found	
master	O645eb563e483	Fun Retreat Resort Hotel	tourism:hotel	True	True	http://www.funretreat.com | https://www.funretreat.com	info@funretreat.com (role) | reservations@funretreat.com (role)	+255622999555 (mobile) | +255677200999 (mobile)	P.O. Box 10367, Arusha	facebook: https://m.facebook.com/funretreat/ | instagram: https://instagram.com/funretreat?igshid=1vi5gtg0l8wnq	0	0	search, website	
master	O64e6222d64aa	Meru View Lodge	tourism:hotel	False	False				P.O. Box 1503, Usa River		0	0	search	
master	Of8e94f2f1669	Tanzania Wildlife Authority (TAWA) Northern Zone HQ	office:government	True	True						0	0		
master	Ofc3f359feed7	Hotel Mr. Bodo	tourism:hotel	True	True	https://mr-bodo.com/	customersupport@mr-bodo.com (general)				0	0	openstreetmap, website	
master	O123063accbf7	Regional Air Head Office	office:company	True	True	https://www.regionaltanzania.com		+255675285753 (mobile) | +255754285754 (mobile)		linkedin: https://tz.linkedin.com/company/regional-air-tanzania	0	0	openstreetmap, search	regionaltanzania.com: home page not readable: HTTP 403
master	Of767c63d6198	Seedco Tanzania Head Office	office:company	True	True	https://www.seedcogroup.com/tz/	info-tanzania@seedcogroup.com (role)	+255739210909 (mobile)	P.O Box 12281, Arusha, Tanzania	facebook: https://www.facebook.com/SeedCoTz/ | instagram: https://www.instagram.com/seedcotz/ | youtube: https://www.youtube.com/channel/UCQMOSjxaiALJxYC88oPL1qA | linkedin: https://www.linkedin.com/company/seedco-tanzania-ltd/	7	0	browser, openstreetmap, website	
master	O066db5cbe4bc	Woodtech 2008 (T) Ltd Arusha	office:ngo	False	False						0	0	search:not_found	
master	O695dc1da52a7	Amani Villa	tourism:hotel	True	True	https://www.amani.villas/	reservations@amani.villas (role)	+255755699998 (mobile)			0	0	openstreetmap, website	
master	Of98c6c86c3c8	Maternity Africa Arusha	amenity:hospital	True	True	https://maternityafrica.org/	info@maternityafrica.org (role) | doreenmoshi@maternityafrica.org (named)		PO Box 16464 | PO Box 16464, Arusha	facebook: https://www.facebook.com/maternityafrica/ | instagram: https://www.instagram.com/maternityafrica/ | twitter: https://twitter.com/maternityafrica | youtube: https://www.youtube.com/channel/UCYfMPhPUli-WbIHIz9IHWSg | x: https://x.com/maternityafrica	3	0	search, website	
master	O43fa910d4300	Njiro Ebenezer Retreat Lodge	tourism:hotel	False	False					instagram: https://www.instagram.com/njiroebenlodge/	0	0	search	
master	O5e4ce449f69d	Olerai Lodge	tourism:hotel	True	True	https://owc-africa.com/olerai-lodge/	info@owc-africa.com (role)	+255747021135 (mobile)		facebook: https://www.facebook.com/olerailodge/ | instagram: https://www.instagram.com/olerai_lodge_arusha/	0	0	openstreetmap, website	
master	O534078e46725	Golden Rose	tourism:hotel	False	False						0	0	search	
master	O3e8dd43eff5e	CCoHAS College	amenity:college	True	True	https://www.accohas.ac.tz/	info@accohas.ac.tz (role) | admission@accohas.ac.tz (general)	+255763400200 (mobile) | +255719400660 (mobile) | +255688332222 (mobile)	P.O.BOX 14587 ARUSHA;	facebook: https://web.facebook.com/arushaccohas | instagram: https://www.instagram.com/citycollegearusha/ | x: https://x.com/CCOHAS_Arusha	0	0	search, website	
master	O7c467087f790	Methodist Theological College	amenity:college	False	False						0	0	search:not_found	
master	O0d25e8c189f4	Twiga Lodge	tourism:hotel	False	False						0	0	search:not_found	
master	Obee977e95ace	Meru Mbega Lodge	tourism:hotel	True	True	https://www.mt-meru.com/	christopher@baobabvillage.com (general) | info@baobabvillage.com (role)	+4915232077762 (international) | +255784624664 (mobile) | +255784613335 (mobile) | +255783507202 (mobile)		instagram: https://www.instagram.com/merumbegalodge	0	0	website	
master	O043d75618e79	St. Mbaaga Spiritual Formation Centre	amenity:college	False	False						0	0	search:not_found	
master	O5a6f1631f9dd	Nkoaranga Hospital	amenity:hospital	True	True	https://www.nkoarangahospital.org/	nkoaranga-hospital@habari.co.tz (general)	+255766079976 (mobile)		facebook: https://www.facebook.com/sitepad | twitter: https://twitter.com/sitepad_editor | youtube: https://www.youtube.com/user/softaculous	0	0	search, website	
master	Oee5114ac7a91	Mong'are Teachers' College	amenity:college	True	True			+255755679228 (mobile) | +255737212101 (mobile)	P.O. Box 215, Hai		0	0	search	
master	O7fc518549456	Top Of Africa Treks and Safaris LTD	office:company	True	True	https://topafricatrek.com/	bookings@topafricatrek.com (role)	+255767393718 (mobile)			0	0	openstreetmap, search	topafricatrek.com: home page not readable: HTTP 500
master	O09217a36f4ff	Njiro Legacy	tourism:hotel	False	False						0	0	search:not_found	
master	O096c97246e8d	Kigongoni Lodge	tourism:hotel	True	True	http://www.kigongoni.net | www.kigongoni.net					0	0	browser:blocked, openstreetmap, search, website	
master	O727c9d231fc9	Rijk Zwaan Q-sem	office:company	True	True	https://www.rijkzwaan.com/	q-sem@rijkzwaan.com (general)	+255272553444 (office)		facebook: https://www.facebook.com/p/Rijk-Zwaan-Tanzania-61554150365815/	0	0	search	rijkzwaan.com: home page not readable: HTTP 403
master	O1aca56dd801f	Arusha Farm House	tourism:hotel	True	True	https://arushafarmhouse.com/	reservations@arushafarmhouse.com (role) | info@arushafarmhouse.com (role)	+255758030499 (mobile)		instagram: https://www.instagram.com/arushafarmhouse/	0	0	openstreetmap, website	
master	Od344268ca296	Mountain Village Hotel	tourism:hotel	False	False						0	0	search	
master	O63141c751979	Nelson Mandela African Institution of Science and Technology (NM-AIST)	amenity:university	True	True	https://nm-aist.ac.tz/	vc@nm-aist.ac.tz (role)	+255272970007 (office)	P.O.BOX 447, Arusha	facebook: https://www.facebook.com/p/NM-AIST-Official-100067615040503/ | instagram: https://www.instagram.com/nmaist_official/ | twitter: https://twitter.com/NM_AIST | youtube: https://www.youtube.com/@nm-aistofficial9355	1	0	website	
master	O8a3470027cc2	Lake Duluti Lodge	tourism:hotel	True	True	https://lakedulutilodge.com/ | https://www.lakedulutilodge.com/	sales@lakedulutilodge.com (role) | res@lakedulutilodge.com (general) | info@lakedulutilodge.com (role) | reservations@lakedulutilodge.com (role)	+255682905111 (mobile) | +255769356504 (mobile)	P.O. Box 12061	whatsapp: https://wa.me/+255682905111?text=Hello, I would like to make an enquiry about Lake Duluti Lodge. | instagram: https://www.instagram.com/lakedulutilodge/ | facebook: https://www.facebook.com/lakedulutilodge/ | tiktok: https://www.tiktok.com/@lakedulutilodge	0	0	openstreetmap, website	
master	O2ff7b069da4d	Meru Hospital	amenity:hospital	False	False						0	0	search	
master	Of318b17d919b	Forest Hill Hotel	tourism:hotel	False	False						0	0	search:not_found	
master	O5ac410b5f31f	Njiro Climax Resort Hotel	tourism:hotel	True	True	http://www.climaxresort.com | https://www.njiroclimax.online/	njiroclimaxresorts@gmail.com (personal_domain) | info@njiroclimax.com (role)	+255754323213255754814252255686141457 (mobile) | +255754323213 (mobile) | +255677234754 (mobile)			0	0	openstreetmap, search	climaxresort.com: home page not readable: URLError: <urlopen error [Errno 11001] getaddrinfo failed>
master	O1537c0a7c818	Mrimba Palm Hotel	tourism:hotel	True	True	https://mrimbapalmhotel.co.tz/	reservations@mrimbapalmhotel.co.tz (role) | info@mrimbapalmhotel.co.tz (role)	+255767395672 (mobile)		instagram: https://www.instagram.com/mrimbapalmhotel | facebook: https://facebook.com/mrimbapalmhotel	0	0	openstreetmap, search, website	
master	O9fae7b7ec98e	Oltrument Hospital	amenity:hospital	False	False					facebook: https://www.facebook.com/pages/Oltrument-District-Hospital-Arusha/2226766420770009	0	0	search	
master	O8c2c1ebe3114	Korona Villa Hotel	tourism:hotel	True	True	https://koronavilla.com/		+255687666808 (mobile)			0	0	browser, openstreetmap, website	
master	O9096afaed5e8	Moyoni Airport Lodge	tourism:hotel	True	True	https://www.moyoni-airport-lodge.com/lodge-wildlands-safaris				facebook: https://www.facebook.com/p/Moyoni-Airport-Lodge-100063584545371/	0	0	openstreetmap, search	moyoni-airport-lodge.com: home page not readable: URLError: <urlopen error [Errno 11001] getaddrinfo failed>
master	O3240792729a7	St. Joshua College	amenity:college	False	False						0	1	search	
master	Oa67d9ccdb187	CCM office Kiserian	office:government	False	False						0	0		
master	Of88cb4fe6d2d	Pazuri Inn Lodge	tourism:hotel	True	True	https://pazuriinn.com	info@pazuriinn.com (role)	+255763411686 (mobile)		facebook: https://www.facebook.com/p/pazuri_inn-100079231292737/ | instagram: https://www.instagram.com/pazuri_inn/	0	0	openstreetmap, website	
master	O10a258946ee3	Canossa Spirituality Centre	office:ngo	False	False						0	0	search	
master	O1445f45d9699	Canossa Dispensary	amenity:hospital	True	True		canossadispensary@gmail.com (personal_domain)	+255758423297 (mobile)			0	0	search, search:not_found	
master	Oc1caf9256eba	VETA Hotel and Tourism Training Institute	office:educational_institution	True	True	https://www.veta.go.tz/	info@veta.go.tz (role) | vetanorthernzone@veta.go.tz (general) | info.vhtti@gmail.com (personal_domain)	+255262963661 (office) | +255272754468 (office) | +255272729796 (office)	P.O. Box 1434, Arusha | VETA HQ: P.O. Box 802, Dodoma; Northern Zone: P.O. Box 1738, Moshi		0	0	search	
master	Oc46a61fabed2	Tanzania Atomic Energy Commission (TAEC)	office:government	False	False						0	0		
master	O14794c5b1781	KIA Lodge	tourism:hotel	True	True	https://www.moivaro.com | https://www.moivaro.com/lodges/tanzania/kia-lodge/	information@moivaro-tanzania.com (general)	+255754324193 (mobile) | +31684796982 (international)	P.O. Box 11297, Arusha, Tanzania	instagram: https://www.instagram.com/moivarolodgestz | youtube: https://www.youtube.com/playlist?list=PLKzQPW1LUKT__6in4z3VPoFo0u817uBxc	0	0	openstreetmap, website	
master	O045dd8c38d30	Airport Planet Lodge	tourism:hotel	True	True	https://planet-lodges.com/lodges/airport-planet-lodge/	bookings@planet-lodges.com (role)	+255766321108 (mobile) | +255686141670 (mobile)		facebook: https://www.facebook.com/Planet-Lodge-226724654066799/ | instagram: https://www.instagram.com/planetlodgestz/ | linkedin: https://www.linkedin.com/company/planet-lodges/	0	0	search	planet-lodges.com: home page not readable: HTTP 403
master	Of9cc10f92ac6	Royal Hotel	tourism:hotel	False	False						0	0	search:not_found	
master	Ob765608b4731	Aishi Machame Hotel	tourism:hotel	True	True	https://aishi-machame.com/ | https://www.aishi-machame.com/	booking@aishi-machame.com (role)	+255767655994 (mobile) | +255758904777 (mobile)		whatsapp: https://wa.me/+255767655994	0	0	openstreetmap, website	
master	O3669aa57f493	Narumu Ward Office	office:government	False	False						0	0		
master	Ob8d4cfb1a983	Weru Weru River Lodge	tourism:hotel	True	True	https://weruweruriverlodge.com	info@weruweruriverlodge.com (role)	+255692964556 (mobile) | +255788829777 (mobile)	P.O. Box 855 | P.O. Box 855, Mailisita, Moshi, Kilimanjaro	facebook: https://www.facebook.com/weruwerulodgeofficial/ | instagram: https://www.instagram.com/weruweru_river_lodge/ | twitter: https://twitter.com/weruwerulodge	0	0	search, website	
master	O88c3d82bbc37	Mahakama Ya Mwanzo Nduruma	office:government	False	False						0	0		
master	O01ad41ed15c0	Ofisi Ya Kata Nduruma	office:government	False	False						0	0		
master	O310f453a268f	Makiba Ward Building	office:government	False	False						0	0		
master	O26afe2b96e32	Next Life Foundation	office:educational_institution	True	True	https://nextlifefound.org	nextlifefound@gmail.com (personal_domain)			facebook: https://www.facebook.com/people/NEXT-LIFE-Foundation/100067868115552/	3	0	openstreetmap, website	
master	O6d2e81961c0b	AARDVARK EXPEDITIONS LIMITED	Safari / tour operator	True	True	https://www.aardvark-expeditions.com/	info@aardvark-expeditions.com (role)	+255784424905 (mobile) | +255272546185 (office) | +255624047113 (mobile)	P.O. Box 15306,	whatsapp: https://wa.me/255624047113 | facebook: https://www.facebook.com/aardvarkexpeditions | twitter: https://twitter.com/AardvarkExpedit | instagram: https://www.instagram.com/aardvark.expeditions | linkedin: https://tz.linkedin.com/company/aardvark-expeditions-t-ltd	0	0	website	
master	O1305f3e2211c	Base Camp Site Ltd	Safari / tour operator	True	True	https://basecamptanzania.com/	management@basecamptanzania.com (general)	+255748000026 (mobile) | +255784186422 (mobile)	P.O. Box 568. Arusha Tanzania		0	0	website	
master	O75ac30829a25	Faune Flore Ltd	Safari / tour operator	True	True	https://www.faune-flore.com/	info@faune-flore.com (role) | joseph@faune-flore.com (general)	+255784378153 (mobile) | +255784680068 (mobile)	P.O Box 14786		0	0	website	
master	O8c6896846d17	KIBO SLOPES T LIMITED	Safari / tour operator	True	True	https://kiboslopes.com/	info@kiboslopes.com (role) | kampala@kiboslopes.com (general) | arusha@kiboslopes.com (general) | kigali@kiboslopes.com (general) | addis@kiboslopes.com (general)	+254721983950 (international) | +255699708419 (mobile) | +254719381519 (international) | +256780177272 (international) | +250782363638 (international) | +251904169516 (international) | +255202633217 (office)	P. O. BOX 1012, | P. O. BOX 22136, | P.O Box 3430 | P.O. Box 58064 – 00200	facebook: https://www.facebook.com/Kiboslopes/ | twitter: https://twitter.com/KiboSlopes | instagram: https://www.instagram.com/kiboslopes/ | whatsapp: https://wa.me/254721983950	3	0	website	
master	Oc47bbedbdb18	RushTrek Tours Company LTD	Safari / tour operator	True	True	https://rushtrektours.com/	sales@rushtrektours.com (role)	+255797290772 (mobile) | +255797446907 (mobile)		facebook: https://www.facebook.com/rushtrektours | instagram: https://www.instagram.com/rushtrektours/ | youtube: https://www.youtube.com/@RushtrekTravel | linkedin: https://www.linkedin.com/company/rushtrektours/	0	0	website	
master	O4c18d932b6ed	Wakali Company Limited (Wakali Safaris)	Safari / tour operator	True	True	http://www.wakalisafaris.co.tz					0	0	browser:blocked, website	
master	O9e952fbeb04a	Pure Afro Travels	Safari / tour operator	True	True	https://www.pure-afro.com/	inbound@zic.co.tz (general)		P.O. Box 11171	youtube: https://www.youtube.com/@PureAfroTravels | instagram: https://www.instagram.com/pureafrotravels/ | facebook: http://www.facebook.com/PureAfroTravels/	0	2	website	
master	Oa59919615a61	ALEX WALKER SAFARIS LTD	Safari / tour operator	True	True	https://serian.com/	safaris@serian.com (role) | marketing@serian.com (role)	+254717468049 (international)		facebook: https://www.facebook.com/alexwalkersserian/ | instagram: http://instagram.com/alexwalkerserian	0	0	website	
