record_key	office_key	organisation_name	post_key	office_title	office_title_sw	appointment_type	holder_name	holder_verified_on	tenure_source_url	role_phone	published_role_email	b2g_check_required	pdpa_risk	verification_status	source_url
GPOST_ward-arusha-district-council-kisongo_ward_councillor	GOFF_ward_arusha-district-council_kisongo	Ofisi ya Kata ya Kisongo (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	VAILETH ELIAS NGOWO	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255783169346		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-kisongo_ward_community_development_officer	GOFF_ward_arusha-district-council_kisongo	Ofisi ya Kata ya Kisongo (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-mateves_ward_executive_officer	GOFF_ward_arusha-district-council_mateves	Ofisi ya Kata ya Mateves (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-mateves_ward_councillor	GOFF_ward_arusha-district-council_mateves	Ofisi ya Kata ya Mateves (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	FRED EZEKIEL LUKUMAY	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255754847786		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-mateves_ward_community_development_officer	GOFF_ward_arusha-district-council_mateves	Ofisi ya Kata ya Mateves (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oldonyowass_ward_executive_officer	GOFF_ward_arusha-district-council_oldonyowass	Ofisi ya Kata ya Oldonyowass (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oldonyowass_ward_councillor	GOFF_ward_arusha-district-council_oldonyowass	Ofisi ya Kata ya Oldonyowass (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	KIJANA SARUNI MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255673906972		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-oldonyowass_ward_community_development_officer	GOFF_ward_arusha-district-council_oldonyowass	Ofisi ya Kata ya Oldonyowass (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-lemanyata_ward_executive_officer	GOFF_ward_arusha-district-council_lemanyata	Ofisi ya Kata ya Lemanyata (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-lemanyata_ward_councillor	GOFF_ward_arusha-district-council_lemanyata	Ofisi ya Kata ya Lemanyata (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	EZEKIEL NELSON LAZIER	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255755568603		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-lemanyata_ward_community_development_officer	GOFF_ward_arusha-district-council_lemanyata	Ofisi ya Kata ya Lemanyata (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-laroi_ward_executive_officer	GOFF_ward_arusha-district-council_laroi	Ofisi ya Kata ya Laroi (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-laroi_ward_councillor	GOFF_ward_arusha-district-council_laroi	Ofisi ya Kata ya Laroi (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	OJUNG'U PINIEL SALEKWA	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255752780000		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-laroi_ward_community_development_officer	GOFF_ward_arusha-district-council_laroi	Ofisi ya Kata ya Laroi (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-ilkidinga_ward_executive_officer	GOFF_ward_arusha-district-council_ilkidinga	Ofisi ya Kata ya Ilkiding'a (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-ilkidinga_ward_councillor	GOFF_ward_arusha-district-council_ilkidinga	Ofisi ya Kata ya Ilkiding'a (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	NJECHE ELIAKIMU LAIZER	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255757520264		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-ilkidinga_ward_community_development_officer	GOFF_ward_arusha-district-council_ilkidinga	Ofisi ya Kata ya Ilkiding'a (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-olturoto_ward_executive_officer	GOFF_ward_arusha-district-council_olturoto	Ofisi ya Kata ya Olturoto (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-olturoto_ward_councillor	GOFF_ward_arusha-district-council_olturoto	Ofisi ya Kata ya Olturoto (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	BARAKA SIMON MESIAKI	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255766494549		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-olturoto_ward_community_development_officer	GOFF_ward_arusha-district-council_olturoto	Ofisi ya Kata ya Olturoto (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-moivo_ward_executive_officer	GOFF_ward_arusha-district-council_moivo	Ofisi ya Kata ya Moivo (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-moivo_ward_councillor	GOFF_ward_arusha-district-council_moivo	Ofisi ya Kata ya Moivo (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	SELINA JAMES MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255714911013		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-moivo_ward_community_development_officer	GOFF_ward_arusha-district-council_moivo	Ofisi ya Kata ya Moivo (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kiranyi_ward_executive_officer	GOFF_ward_arusha-district-council_kiranyi	Ofisi ya Kata ya Kiranyi (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kiranyi_ward_councillor	GOFF_ward_arusha-district-council_kiranyi	Ofisi ya Kata ya Kiranyi (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	ELIAS LOTH LUKUMAY	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255676100306		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-kiranyi_ward_community_development_officer	GOFF_ward_arusha-district-council_kiranyi	Ofisi ya Kata ya Kiranyi (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kimnyak_ward_executive_officer	GOFF_ward_arusha-district-council_kimnyak	Ofisi ya Kata ya Kimnyak (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kimnyak_ward_councillor	GOFF_ward_arusha-district-council_kimnyak	Ofisi ya Kata ya Kimnyak (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	ELIAKIMU RUNDA MARIVEY	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255755267013		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-kimnyak_ward_community_development_officer	GOFF_ward_arusha-district-council_kimnyak	Ofisi ya Kata ya Kimnyak (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oljoro_ward_executive_officer	GOFF_ward_arusha-district-council_oljoro	Ofisi ya Kata ya Oljoro (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oljoro_ward_councillor	GOFF_ward_arusha-district-council_oljoro	Ofisi ya Kata ya Oljoro (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	CHARLES MESEYEKI MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255788277326		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-oljoro_ward_community_development_officer	GOFF_ward_arusha-district-council_oljoro	Ofisi ya Kata ya Oljoro (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-sambasha_ward_executive_officer	GOFF_ward_arusha-district-council_sambasha	Ofisi ya Kata ya Sambasha (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-sambasha_ward_councillor	GOFF_ward_arusha-district-council_sambasha	Ofisi ya Kata ya Sambasha (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	MOSSES J. ATAULWA	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255754746180		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-sambasha_ward_community_development_officer	GOFF_ward_arusha-district-council_sambasha	Ofisi ya Kata ya Sambasha (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oloirien_ward_executive_officer	GOFF_ward_arusha-district-council_oloirien	Ofisi ya Kata ya Oloirien (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-oloirien_ward_councillor	GOFF_ward_arusha-district-council_oloirien	Ofisi ya Kata ya Oloirien (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	HENRY NANTIRE SIKOI	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255784731854		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-oloirien_ward_community_development_officer	GOFF_ward_arusha-district-council_oloirien	Ofisi ya Kata ya Oloirien (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-olmotonyi_ward_executive_officer	GOFF_ward_arusha-district-council_olmotonyi	Ofisi ya Kata ya Olmotonyi (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-olmotonyi_ward_councillor	GOFF_ward_arusha-district-council_olmotonyi	Ofisi ya Kata ya Olmotonyi (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	MUNA ABDALLAH TALIB	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255655644772		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-olmotonyi_ward_community_development_officer	GOFF_ward_arusha-district-council_olmotonyi	Ofisi ya Kata ya Olmotonyi (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-tarakwa_ward_executive_officer	GOFF_ward_arusha-district-council_tarakwa	Ofisi ya Kata ya Tarakwa (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-tarakwa_ward_councillor	GOFF_ward_arusha-district-council_tarakwa	Ofisi ya Kata ya Tarakwa (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	ABRAHAM LESINETI LUKUMAY	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255786811673		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-tarakwa_ward_community_development_officer	GOFF_ward_arusha-district-council_tarakwa	Ofisi ya Kata ya Tarakwa (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-ilboru_ward_executive_officer	GOFF_ward_arusha-district-council_ilboru	Ofisi ya Kata ya Ilboru (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-ilboru_ward_councillor	GOFF_ward_arusha-district-council_ilboru	Ofisi ya Kata ya Ilboru (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	WILSON SUMAYAN MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255754628772		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-ilboru_ward_community_development_officer	GOFF_ward_arusha-district-council_ilboru	Ofisi ya Kata ya Ilboru (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-bangata_ward_executive_officer	GOFF_ward_arusha-district-council_bangata	Ofisi ya Kata ya Bangata (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-bangata_ward_councillor	GOFF_ward_arusha-district-council_bangata	Ofisi ya Kata ya Bangata (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	JOEL EDWIN YALANDA	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255768025848		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-bangata_ward_community_development_officer	GOFF_ward_arusha-district-council_bangata	Ofisi ya Kata ya Bangata (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-sokon-2_ward_executive_officer	GOFF_ward_arusha-district-council_sokon-2	Ofisi ya Kata ya Sokon II (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-sokon-2_ward_councillor	GOFF_ward_arusha-district-council_sokon-2	Ofisi ya Kata ya Sokon II (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	OBEDI MELAMI MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255621797436		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-sokon-2_ward_community_development_officer	GOFF_ward_arusha-district-council_sokon-2	Ofisi ya Kata ya Sokon II (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-bwawani_ward_executive_officer	GOFF_ward_arusha-district-council_bwawani	Ofisi ya Kata ya Bwawani (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-bwawani_ward_councillor	GOFF_ward_arusha-district-council_bwawani	Ofisi ya Kata ya Bwawani (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	LORAMATU JACOB TORONGEI	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255783333715		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-bwawani_ward_community_development_officer	GOFF_ward_arusha-district-council_bwawani	Ofisi ya Kata ya Bwawani (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-nduruma_ward_executive_officer	GOFF_ward_arusha-district-council_nduruma	Ofisi ya Kata ya Nduruma (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-nduruma_ward_councillor	GOFF_ward_arusha-district-council_nduruma	Ofisi ya Kata ya Nduruma (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	SAMWEL LANGIDARE MENAVI	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255695151617		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-nduruma_ward_community_development_officer	GOFF_ward_arusha-district-council_nduruma	Ofisi ya Kata ya Nduruma (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-mlangarini_ward_executive_officer	GOFF_ward_arusha-district-council_mlangarini	Ofisi ya Kata ya Mlangarini (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-mlangarini_ward_councillor	GOFF_ward_arusha-district-council_mlangarini	Ofisi ya Kata ya Mlangarini (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	EMMANUEL FRANCIS MREMA	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255755989225		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-mlangarini_ward_community_development_officer	GOFF_ward_arusha-district-council_mlangarini	Ofisi ya Kata ya Mlangarini (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kiutu_ward_executive_officer	GOFF_ward_arusha-district-council_kiutu	Ofisi ya Kata ya Kiutu (Arusha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-arusha-district-council-kiutu_ward_councillor	GOFF_ward_arusha-district-council_kiutu	Ofisi ya Kata ya Kiutu (Arusha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	MALAKI MARAMBO MOLLEL	2026-09-23	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf	+255768000007		no	medium	needs_review	http://arushadc.go.tz/minio/arushadc.go.tz/attachments/1773295393392-Madiwani%20HW%20Arusha%202025-30.pdf
GPOST_ward-arusha-district-council-kiutu_ward_community_development_officer	GOFF_ward_arusha-district-council_kiutu	Ofisi ya Kata ya Kiutu (Arusha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-uroki_ward_executive_officer	GOFF_ward_hai-district-council_machame-uroki	Ofisi ya Kata ya Machame Uroki (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-uroki_ward_councillor	GOFF_ward_hai-district-council_machame-uroki	Ofisi ya Kata ya Machame Uroki (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Zakina Mushi	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-machame-uroki_ward_community_development_officer	GOFF_ward_hai-district-council_machame-uroki	Ofisi ya Kata ya Machame Uroki (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-kaskazini_ward_executive_officer	GOFF_ward_hai-district-council_machame-kaskazini	Ofisi ya Kata ya Machame Kaskazini (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
